,name,sex,births,year
3931,Wing,M,5,1881
3932,Wood,M,5,1881
3933,Wright,M,5,1881
3934,Mary,F,8148,1882
3935,Anna,F,3143,1882
3936,Emma,F,2303,1882
3937,Elizabeth,F,2186,1882
3938,Minnie,F,2004,1882
3939,Margaret,F,1821,1882
3940,Ida,F,1673,1882
3941,Alice,F,1542,1882
3942,Bertha,F,1508,1882
3943,Annie,F,1492,1882
3944,Clara,F,1490,1882
3945,Sarah,F,1410,1882
3946,Florence,F,1322,1882
3947,Martha,F,1229,1882
3948,Ella,F,1206,1882
3949,Grace,F,1195,1882
3950,Laura,F,1151,1882
3951,Bessie,F,1144,1882
3952,Nellie,F,1138,1882
3953,Maude,F,1089,1882
3954,Cora,F,1076,1882
3955,Carrie,F,1037,1882
3956,Mabel,F,997,1882
3957,Ethel,F,989,1882
3958,Mattie,F,966,1882
3959,Gertrude,F,939,1882
3960,Jennie,F,934,1882
3961,Rose,F,886,1882
3962,Edith,F,876,1882
3963,Hattie,F,859,1882
3964,Helen,F,838,1882
3965,Lillian,F,830,1882
3966,Pearl,F,824,1882
3967,Louise,F,813,1882
3968,Julia,F,811,1882
3969,Lillie,F,810,1882
3970,Jessie,F,806,1882
3971,Myrtle,F,803,1882
3972,Edna,F,783,1882
3973,Lula,F,780,1882
3974,Eva,F,765,1882
3975,Catherine,F,726,1882
3976,Lena,F,697,1882
3977,Ada,F,689,1882
3978,Frances,F,681,1882
3979,Lucy,F,673,1882
3980,Fannie,F,650,1882
3981,Daisy,F,648,1882
3982,Josephine,F,638,1882
3983,Maggie,F,627,1882
3984,Dora,F,594,1882
3985,Katherine,F,591,1882
3986,Marie,F,591,1882
3987,Agnes,F,565,1882
3988,Effie,F,561,1882
3989,Blanche,F,547,1882
3990,Rosa,F,542,1882
3991,Nora,F,539,1882
3992,May,F,510,1882
3993,Mamie,F,508,1882
3994,Stella,F,506,1882
3995,Lizzie,F,495,1882
3996,Sallie,F,487,1882
3997,Ellen,F,452,1882
3998,Elsie,F,448,1882
3999,Della,F,447,1882
4000,Nancy,F,439,1882
4001,Nettie,F,439,1882
4002,Maud,F,432,1882
4003,Susie,F,412,1882
4004,Mae,F,406,1882
4005,Sadie,F,391,1882
4006,Flora,F,380,1882
4007,Alma,F,368,1882
4008,Etta,F,352,1882
4009,Lydia,F,342,1882
4010,Addie,F,341,1882
4011,Katie,F,327,1882
4012,Susan,F,326,1882
4013,Ruth,F,323,1882
4014,Georgia,F,320,1882
4015,Lottie,F,319,1882
4016,Viola,F,310,1882
4017,Mollie,F,305,1882
4018,Caroline,F,304,1882
4019,Nannie,F,299,1882
4020,Kate,F,293,1882
4021,Olive,F,291,1882
4022,Willie,F,291,1882
4023,Harriet,F,289,1882
4024,Amanda,F,288,1882
4025,Eliza,F,280,1882
4026,Lulu,F,279,1882
4027,Virginia,F,274,1882
4028,Emily,F,272,1882
4029,Kathryn,F,272,1882
4030,Esther,F,266,1882
4031,Belle,F,264,1882
4032,Rebecca,F,259,1882
4033,Charlotte,F,257,1882
4034,Jane,F,254,1882
4035,Amelia,F,252,1882
4036,Matilda,F,242,1882
4037,Irene,F,232,1882
4038,Ollie,F,218,1882
4039,Hannah,F,214,1882
4040,Henrietta,F,211,1882
4041,Pauline,F,204,1882
4042,Rachel,F,203,1882
4043,Estella,F,198,1882
4044,Amy,F,196,1882
4045,Beulah,F,190,1882
4046,Augusta,F,183,1882
4047,Ora,F,181,1882
4048,Sara,F,180,1882
4049,Sophia,F,179,1882
4050,Eleanor,F,174,1882
4051,Lola,F,174,1882
4052,Mildred,F,172,1882
4053,Nina,F,171,1882
4054,Theresa,F,170,1882
4055,Josie,F,169,1882
4056,Anne,F,168,1882
4057,Leona,F,163,1882
4058,Ann,F,150,1882
4059,Delia,F,143,1882
4060,Lela,F,143,1882
4061,Marion,F,141,1882
4062,Mayme,F,140,1882
4063,Rosie,F,140,1882
4064,Bettie,F,136,1882
4065,Ruby,F,136,1882
4066,Iva,F,134,1882
4067,Janie,F,134,1882
4068,Estelle,F,133,1882
4069,Victoria,F,132,1882
4070,Lou,F,131,1882
4071,Barbara,F,130,1882
4072,Callie,F,129,1882
4073,Louisa,F,128,1882
4074,Celia,F,126,1882
4075,Evelyn,F,125,1882
4076,Mable,F,125,1882
4077,Beatrice,F,123,1882
4078,Betty,F,123,1882
4079,Millie,F,122,1882
4080,Maria,F,121,1882
4081,Alta,F,119,1882
4082,Luella,F,117,1882
4083,Dorothy,F,115,1882
4084,Allie,F,113,1882
4085,Birdie,F,113,1882
4086,Essie,F,113,1882
4087,Ola,F,113,1882
4088,Sophie,F,110,1882
4089,Inez,F,106,1882
4090,Ina,F,104,1882
4091,Tillie,F,104,1882
4092,Nell,F,103,1882
4093,Rena,F,103,1882
4094,Dollie,F,99,1882
4095,Bertie,F,96,1882
4096,Eula,F,95,1882
4097,Lelia,F,95,1882
4098,Sally,F,95,1882
4099,Lucinda,F,93,1882
4100,Cornelia,F,91,1882
4101,Harriett,F,91,1882
4102,Alberta,F,90,1882
4103,Myra,F,89,1882
4104,Lucille,F,85,1882
4105,Sue,F,84,1882
4106,Leila,F,83,1882
4107,Winifred,F,83,1882
4108,Katharine,F,82,1882
4109,Isabelle,F,81,1882
4110,Abbie,F,80,1882
4111,Rhoda,F,79,1882
4112,Sylvia,F,79,1882
4113,Bess,F,76,1882
4114,Mina,F,76,1882
4115,Verna,F,76,1882
4116,Christine,F,75,1882
4117,Elva,F,75,1882
4118,Eunice,F,75,1882
4119,Adelaide,F,74,1882
4120,Genevieve,F,74,1882
4121,Johanna,F,74,1882
4122,Winnie,F,74,1882
4123,Eugenia,F,73,1882
4124,Hazel,F,73,1882
4125,Hettie,F,73,1882
4126,Lida,F,73,1882
4127,Isabel,F,72,1882
4128,Loretta,F,72,1882
4129,Roxie,F,72,1882
4130,Adeline,F,70,1882
4131,Gussie,F,70,1882
4132,Lenora,F,70,1882
4133,Lilly,F,70,1882
4134,Lettie,F,68,1882
4135,Mathilda,F,68,1882
4136,Hulda,F,67,1882
4137,Vera,F,67,1882
4138,Gertie,F,65,1882
4139,Lila,F,65,1882
4140,Lucretia,F,65,1882
4141,Adele,F,64,1882
4142,Christina,F,64,1882
4143,Jeanette,F,64,1882
4144,Lois,F,64,1882
4145,Myrtie,F,64,1882
4146,Olga,F,64,1882
4147,Hester,F,63,1882
4148,Lily,F,63,1882
4149,Mittie,F,63,1882
4150,Carolyn,F,62,1882
4151,Hallie,F,62,1882
4152,Phoebe,F,62,1882
4153,Wilhelmina,F,62,1882
4154,Elnora,F,60,1882
4155,Helena,F,60,1882
4156,Jean,F,60,1882
4157,Jeannette,F,60,1882
4158,Nelle,F,59,1882
4159,Hilda,F,58,1882
4160,Irma,F,58,1882
4161,Lucile,F,58,1882
4162,Bernice,F,57,1882
4163,Leah,F,56,1882
4164,Minerva,F,56,1882
4165,Ophelia,F,56,1882
4166,Cecelia,F,55,1882
4167,Lora,F,55,1882
4168,Francis,F,54,1882
4169,Naomi,F,54,1882
4170,Selma,F,54,1882
4171,Alvina,F,53,1882
4172,Marguerite,F,52,1882
4173,Olivia,F,52,1882
4174,Virgie,F,52,1882
4175,Louella,F,51,1882
4176,Meta,F,51,1882
4177,Frieda,F,50,1882
4178,Teresa,F,50,1882
4179,Zella,F,50,1882
4180,Claudia,F,49,1882
4181,Fanny,F,49,1882
4182,Violet,F,48,1882
4183,Dessie,F,47,1882
4184,Elma,F,47,1882
4185,Geneva,F,47,1882
4186,Georgie,F,47,1882
4187,Leola,F,47,1882
4188,Lura,F,47,1882
4189,Sudie,F,47,1882
4190,Gladys,F,46,1882
4191,Ivy,F,46,1882
4192,Cynthia,F,45,1882
4193,Emilie,F,45,1882
4194,Rosetta,F,45,1882
4195,Cassie,F,44,1882
4196,Isabella,F,44,1882
4197,Lilla,F,44,1882
4198,Catharine,F,43,1882
4199,Lee,F,43,1882
4200,Malinda,F,43,1882
4201,Regina,F,43,1882
4202,Freda,F,42,1882
4203,Marian,F,42,1882
4204,Goldie,F,41,1882
4205,Lina,F,41,1882
4206,Linnie,F,41,1882
4207,Madge,F,41,1882
4208,Mandy,F,41,1882
4209,Melissa,F,41,1882
4210,Polly,F,41,1882
4211,John,F,40,1882
4212,Kittie,F,40,1882
4213,Letha,F,40,1882
4214,Mabelle,F,40,1882
4215,Marjorie,F,40,1882
4216,Miriam,F,40,1882
4217,Rosalie,F,40,1882
4218,Cordelia,F,39,1882
4219,Margret,F,39,1882
4220,Bell,F,38,1882
4221,Lyda,F,38,1882
4222,Mertie,F,38,1882
4223,Cecilia,F,37,1882
4224,Ellie,F,37,1882
4225,Nola,F,37,1882
4226,Nona,F,37,1882
4227,Dolly,F,36,1882
4228,Linda,F,36,1882
4229,Antoinette,F,35,1882
4230,Janet,F,35,1882
4231,Priscilla,F,35,1882
4232,Roberta,F,35,1882
4233,Angie,F,34,1882
4234,Ernestine,F,34,1882
4235,Fay,F,34,1882
4236,Georgianna,F,34,1882
4237,Lorena,F,34,1882
4238,Orpha,F,34,1882
4239,Artie,F,33,1882
4240,Chloe,F,33,1882
4241,Corinne,F,33,1882
4242,Flossie,F,33,1882
4243,Lona,F,33,1882
4244,Magdalena,F,33,1882
4245,Oma,F,33,1882
4246,Tennie,F,33,1882
4247,George,F,32,1882
4248,Norma,F,32,1882
4249,Zora,F,32,1882
4250,Bridget,F,31,1882
4251,Dovie,F,31,1882
4252,Eda,F,31,1882
4253,Elvira,F,31,1882
4254,Erma,F,31,1882
4255,William,F,31,1882
4256,Charity,F,30,1882
4257,Claire,F,30,1882
4258,Molly,F,30,1882
4259,Alpha,F,29,1882
4260,Angeline,F,29,1882
4261,Elisabeth,F,29,1882
4262,Elise,F,29,1882
4263,Elsa,F,29,1882
4264,Kathrine,F,29,1882
4265,Leora,F,29,1882
4266,Madeline,F,29,1882
4267,Maybelle,F,29,1882
4268,Vina,F,29,1882
4269,Antonia,F,28,1882
4270,Dona,F,28,1882
4271,Evie,F,28,1882
4272,Pearle,F,28,1882
4273,Tina,F,28,1882
4274,Adah,F,27,1882
4275,Annette,F,27,1882
4276,Blanch,F,27,1882
4277,Cecile,F,27,1882
4278,Harriette,F,27,1882
4279,Lue,F,27,1882
4280,Vivian,F,27,1882
4281,Berta,F,26,1882
4282,Fern,F,26,1882
4283,Floy,F,26,1882
4284,Lavina,F,26,1882
4285,Ila,F,25,1882
4286,Juanita,F,25,1882
4287,Lessie,F,25,1882
4288,Mahala,F,25,1882
4289,Melvina,F,25,1882
4290,Phebe,F,25,1882
4291,Tena,F,25,1882
4292,Zoe,F,25,1882
4293,Almeda,F,24,1882
4294,Angela,F,24,1882
4295,Cecil,F,24,1882
4296,Clementine,F,24,1882
4297,Edythe,F,24,1882
4298,Hanna,F,24,1882
4299,Johnnie,F,24,1882
4300,Lilian,F,24,1882
4301,Nan,F,24,1882
4302,Pearlie,F,24,1882
4303,Veronica,F,24,1882
4304,Vinnie,F,24,1882
4305,Adelia,F,23,1882
4306,Charles,F,23,1882
4307,Pattie,F,23,1882
4308,Pinkie,F,23,1882
4309,Retta,F,23,1882
4310,Annabelle,F,22,1882
4311,Constance,F,22,1882
4312,Iona,F,22,1882
4313,Isabell,F,22,1882
4314,Jimmie,F,22,1882
4315,Julie,F,22,1882
4316,June,F,22,1882
4317,Kathleen,F,22,1882
4318,Lucie,F,22,1882
4319,Mariah,F,22,1882
4320,Neva,F,22,1882
4321,Susanna,F,22,1882
4322,Agatha,F,21,1882
4323,Ava,F,21,1882
4324,Clare,F,21,1882
4325,Frankie,F,21,1882
4326,Leota,F,21,1882
4327,Lotta,F,21,1882
4328,Ludie,F,21,1882
4329,Marcella,F,21,1882
4330,Margie,F,21,1882
4331,Minna,F,21,1882
4332,Missouri,F,21,1882
4333,Myrta,F,21,1882
4334,Octavia,F,21,1882
4335,Rita,F,21,1882
4336,Vesta,F,21,1882
4337,Vida,F,21,1882
4338,Zelma,F,21,1882
4339,Zula,F,21,1882
4340,Anita,F,20,1882
4341,Dixie,F,20,1882
4342,Ettie,F,20,1882
4343,Faye,F,20,1882
4344,Georgiana,F,20,1882
4345,Helene,F,20,1882
4346,Lennie,F,20,1882
4347,Lucia,F,20,1882
4348,Maudie,F,20,1882
4349,Ottilie,F,20,1882
4350,Savannah,F,20,1882
4351,Bonnie,F,19,1882
4352,Clyde,F,19,1882
4353,Donna,F,19,1882
4354,Gracie,F,19,1882
4355,Jannie,F,19,1882
4356,Kitty,F,19,1882
4357,Lenore,F,19,1882
4358,Leonora,F,19,1882
4359,Letitia,F,19,1882
4360,Louie,F,19,1882
4361,Rilla,F,19,1882
4362,Sena,F,19,1882
4363,Tessie,F,19,1882
4364,Adella,F,18,1882
4365,Alida,F,18,1882
4366,Altha,F,18,1882
4367,Aurelia,F,18,1882
4368,Betsy,F,18,1882
4369,Cleo,F,18,1882
4370,Donnie,F,18,1882
4371,James,F,18,1882
4372,Lavinia,F,18,1882
4373,Meda,F,18,1882
4374,Nevada,F,18,1882
4375,Ona,F,18,1882
4376,Rosella,F,18,1882
4377,Una,F,18,1882
4378,Winnifred,F,18,1882
4379,Adda,F,17,1882
4380,Adela,F,17,1882
4381,Daisie,F,17,1882
4382,Elmira,F,17,1882
4383,Emelia,F,17,1882
4384,Henry,F,17,1882
4385,Marietta,F,17,1882
4386,Mazie,F,17,1882
4387,Patsy,F,17,1882
4388,Rae,F,17,1882
4389,Velma,F,17,1882
4390,Zona,F,17,1882
4391,Adaline,F,16,1882
4392,Bella,F,16,1882
4393,Clemmie,F,16,1882
4394,Corrie,F,16,1882
4395,Doris,F,16,1882
4396,Eddie,F,16,1882
4397,Hilma,F,16,1882
4398,Hortense,F,16,1882
4399,India,F,16,1882
4400,Iola,F,16,1882
4401,Jenny,F,16,1882
4402,Liddie,F,16,1882
4403,Liza,F,16,1882
4404,Matie,F,16,1882
4405,Mellie,F,16,1882
4406,Minta,F,16,1882
4407,Vada,F,16,1882
4408,Arminta,F,15,1882
4409,Deborah,F,15,1882
4410,Dorothea,F,15,1882
4411,Ethelyn,F,15,1882
4412,Ione,F,15,1882
4413,Jettie,F,15,1882
4414,Joanna,F,15,1882
4415,Joe,F,15,1882
4416,Leta,F,15,1882
4417,Libbie,F,15,1882
4418,Luvenia,F,15,1882
4419,Muriel,F,15,1882
4420,Natalie,F,15,1882
4421,Ray,F,15,1882
4422,Rosanna,F,15,1882
4423,Samantha,F,15,1882
4424,Tilda,F,15,1882
4425,Willa,F,15,1882
4426,Abigail,F,14,1882
4427,Arvilla,F,14,1882
4428,Christena,F,14,1882
4429,Harry,F,14,1882
4430,Lenna,F,14,1882
4431,Lissie,F,14,1882
4432,Lutie,F,14,1882
4433,Mathilde,F,14,1882
4434,Serena,F,14,1882
4435,Sophronia,F,14,1882
4436,Tempie,F,14,1882
4437,Verda,F,14,1882
4438,Vernie,F,14,1882
4439,Wilma,F,14,1882
4440,Aimee,F,13,1882
4441,Alva,F,13,1882
4442,America,F,13,1882
4443,Arizona,F,13,1882
4444,Aura,F,13,1882
4445,Cathrine,F,13,1882
4446,Clarissa,F,13,1882
4447,Connie,F,13,1882
4448,Dena,F,13,1882
4449,Emeline,F,13,1882
4450,Emmer,F,13,1882
4451,Evalyn,F,13,1882
4452,Inga,F,13,1882
4453,Lonnie,F,13,1882
4454,Malvina,F,13,1882
4455,Mintie,F,13,1882
4456,Norah,F,13,1882
4457,Ocie,F,13,1882
4458,Opal,F,13,1882
4459,Rowena,F,13,1882
4460,Theresia,F,13,1882
4461,Tressie,F,13,1882
4462,Vena,F,13,1882
4463,Besse,F,12,1882
4464,Camilla,F,12,1882
4465,Corine,F,12,1882
4466,Dee,F,12,1882
4467,Dorcas,F,12,1882
4468,Easter,F,12,1882
4469,Elda,F,12,1882
4470,Elizebeth,F,12,1882
4471,Eloise,F,12,1882
4472,Erna,F,12,1882
4473,Etna,F,12,1882
4474,Eugenie,F,12,1882
4475,Gena,F,12,1882
4476,Geraldine,F,12,1882
4477,Hedwig,F,12,1882
4478,Huldah,F,12,1882
4479,Idella,F,12,1882
4480,Imogene,F,12,1882
4481,Isa,F,12,1882
4482,Jeanne,F,12,1882
4483,Lauretta,F,12,1882
4484,Loula,F,12,1882
4485,Magdalene,F,12,1882
4486,Mallie,F,12,1882
4487,Mame,F,12,1882
4488,Margery,F,12,1882
4489,Onie,F,12,1882
4490,Robert,F,12,1882
4491,Suzanne,F,12,1882
4492,Thomas,F,12,1882
4493,Abby,F,11,1882
4494,Althea,F,11,1882
4495,Amalia,F,11,1882
4496,Anastasia,F,11,1882
4497,Angelina,F,11,1882
4498,Annetta,F,11,1882
4499,Arie,F,11,1882
4500,Arrie,F,11,1882
4501,Beryl,F,11,1882
4502,Claudie,F,11,1882
4503,Corda,F,11,1882
4504,Cordia,F,11,1882
4505,Dicie,F,11,1882
4506,Docia,F,11,1882
4507,Donie,F,11,1882
4508,Eleanora,F,11,1882
4509,Emelie,F,11,1882
4510,Emmie,F,11,1882
4511,Florida,F,11,1882
4512,Frank,F,11,1882
4513,Irena,F,11,1882
4514,Ivah,F,11,1882
4515,Joan,F,11,1882
4516,Josiephine,F,11,1882
4517,Lelah,F,11,1882
4518,Leone,F,11,1882
4519,Lovie,F,11,1882
4520,Madie,F,11,1882
4521,Manda,F,11,1882
4522,Merle,F,11,1882
4523,Mona,F,11,1882
4524,Nella,F,11,1882
4525,Pansy,F,11,1882
4526,Queen,F,11,1882
4527,Queenie,F,11,1882
4528,Sybil,F,11,1882
4529,Annabel,F,10,1882
4530,Ara,F,10,1882
4531,Attie,F,10,1882
4532,Bird,F,10,1882
4533,Bulah,F,10,1882
4534,Carolina,F,10,1882
4535,Delilah,F,10,1882
4536,Dell,F,10,1882
4537,Dellar,F,10,1882
4538,Delphine,F,10,1882
4539,Dolores,F,10,1882
4540,Dottie,F,10,1882
4541,Edyth,F,10,1882
4542,Elinor,F,10,1882
4543,Esta,F,10,1882
4544,Ester,F,10,1882
4545,Genie,F,10,1882
4546,Gretchen,F,10,1882
4547,Hermina,F,10,1882
4548,Icy,F,10,1882
4549,Jewel,F,10,1882
4550,Josefa,F,10,1882
4551,Katheryn,F,10,1882
4552,Leanna,F,10,1882
4553,Loma,F,10,1882
4554,Marcia,F,10,1882
4555,Marinda,F,10,1882
4556,Melinda,F,10,1882
4557,Metta,F,10,1882
4558,Nelly,F,10,1882
4559,Odessa,F,10,1882
4560,Odie,F,10,1882
4561,Philomena,F,10,1882
4562,Sula,F,10,1882
4563,Tennessee,F,10,1882
4564,Theo,F,10,1882
4565,Tressa,F,10,1882
4566,Wanda,F,10,1882
4567,Aline,F,9,1882
4568,Amie,F,9,1882
4569,Avis,F,9,1882
4570,Celeste,F,9,1882
4571,Cordie,F,9,1882
4572,Dosha,F,9,1882
4573,Eller,F,9,1882
4574,Elvina,F,9,1882
4575,Ethyl,F,9,1882
4576,Eulalia,F,9,1882
4577,Evangeline,F,9,1882
4578,Faith,F,9,1882
4579,Felicia,F,9,1882
4580,Florance,F,9,1882
4581,Fred,F,9,1882
4582,Frona,F,9,1882
4583,Glennie,F,9,1882
4584,Hassie,F,9,1882
4585,Henriette,F,9,1882
4586,Hetty,F,9,1882
4587,Isadora,F,9,1882
4588,Juliette,F,9,1882
4589,Kathryne,F,9,1882
4590,Kizzie,F,9,1882
4591,Lavada,F,9,1882
4592,Leslie,F,9,1882
4593,Luetta,F,9,1882
4594,Nanie,F,9,1882
4595,Nena,F,9,1882
4596,Nonie,F,9,1882
4597,Ottie,F,9,1882
4598,Paulina,F,9,1882
4599,Pennie,F,9,1882
4600,Petra,F,9,1882
4601,Reba,F,9,1882
4602,Rosemary,F,9,1882
4603,Shirley,F,9,1882
4604,Sidney,F,9,1882
4605,Ursula,F,9,1882
4606,Vallie,F,9,1882
4607,Viva,F,9,1882
4608,Winona,F,9,1882
4609,Zada,F,9,1882
4610,Zola,F,9,1882
4611,Audie,F,8,1882
4612,Augustine,F,8,1882
4613,Aurora,F,8,1882
4614,Beckie,F,8,1882
4615,Buna,F,8,1882
4616,Caldonia,F,8,1882
4617,Calla,F,8,1882
4618,Candace,F,8,1882
4619,Carlotta,F,8,1882
4620,Clarice,F,8,1882
4621,Claude,F,8,1882
4622,Corrine,F,8,1882
4623,Crete,F,8,1882
4624,Dessa,F,8,1882
4625,Diana,F,8,1882
4626,Dinah,F,8,1882
4627,Edla,F,8,1882
4628,Eleonora,F,8,1882
4629,Elfrieda,F,8,1882
4630,Elisa,F,8,1882
4631,Elmina,F,8,1882
4632,Elta,F,8,1882
4633,Elvie,F,8,1882
4634,Emilia,F,8,1882
4635,Estell,F,8,1882
4636,Evaline,F,8,1882
4637,Eveline,F,8,1882
4638,Florrie,F,8,1882
4639,Fronia,F,8,1882
4640,Gail,F,8,1882
4641,Ira,F,8,1882
4642,Izora,F,8,1882
4643,Jessica,F,8,1882
4644,Jodie,F,8,1882
4645,Johannah,F,8,1882
4646,Judith,F,8,1882
4647,Kattie,F,8,1882
4648,Luisa,F,8,1882
4649,Manuela,F,8,1882
4650,Mettie,F,8,1882
4651,Myrtis,F,8,1882
4652,Nelia,F,8,1882
4653,Nita,F,8,1882
4654,Osa,F,8,1882
4655,Ova,F,8,1882
4656,Paralee,F,8,1882
4657,Parthenia,F,8,1882
4658,Phyllis,F,8,1882
4659,Rachael,F,8,1882
4660,Rettie,F,8,1882
4661,Rosalia,F,8,1882
4662,Rosia,F,8,1882
4663,Rosina,F,8,1882
4664,Roxanna,F,8,1882
4665,Theodosia,F,8,1882
4666,Tiny,F,8,1882
4667,Tommie,F,8,1882
4668,Trudie,F,8,1882
4669,Verona,F,8,1882
4670,Vertie,F,8,1882
4671,Wilhelmine,F,8,1882
4672,Zoa,F,8,1882
4673,Agusta,F,7,1882
4674,Albina,F,7,1882
4675,Alicia,F,7,1882
4676,Almira,F,7,1882
4677,Alphonsine,F,7,1882
4678,Alvena,F,7,1882
4679,Ana,F,7,1882
4680,Ardella,F,7,1882
4681,Audrey,F,7,1882
4682,Bennie,F,7,1882
4683,Camille,F,7,1882
4684,Cammie,F,7,1882
4685,Carmen,F,7,1882
4686,Cary,F,7,1882
4687,Celestine,F,7,1882
4688,Celina,F,7,1882
4689,Cherry,F,7,1882
4690,Christie,F,7,1882
4691,Coral,F,7,1882
4692,Dellie,F,7,1882
4693,Delpha,F,7,1882
4694,Delphia,F,7,1882
4695,Effa,F,7,1882
4696,Eleanore,F,7,1882
4697,Era,F,7,1882
4698,Evelina,F,7,1882
4699,Exie,F,7,1882
4700,Gene,F,7,1882
4701,Georgina,F,7,1882
4702,Golda,F,7,1882
4703,Guadalupe,F,7,1882
4704,Jeffie,F,7,1882
4705,Jinnie,F,7,1882
4706,Joyce,F,7,1882
4707,Juana,F,7,1882
4708,Juliet,F,7,1882
4709,Kathyrn,F,7,1882
4710,Letta,F,7,1882
4711,Levina,F,7,1882
4712,Lollie,F,7,1882
4713,Loretto,F,7,1882
4714,Lucindy,F,7,1882
4715,Magdalen,F,7,1882
4716,Magnolia,F,7,1882
4717,Malissa,F,7,1882
4718,Manie,F,7,1882
4719,Mannie,F,7,1882
4720,Marilla,F,7,1882
4721,Maybell,F,7,1882
4722,Maymie,F,7,1882
4723,Mercedes,F,7,1882
4724,Mercy,F,7,1882
4725,Mima,F,7,1882
4726,Odile,F,7,1882
4727,Orah,F,7,1882
4728,Osie,F,7,1882
4729,Prudence,F,7,1882
4730,Prudie,F,7,1882
4731,Rhea,F,7,1882
4732,Rinda,F,7,1882
4733,Rosena,F,7,1882
4734,Rosy,F,7,1882
4735,Roxy,F,7,1882
4736,Sarrah,F,7,1882
4737,Susannah,F,7,1882
4738,Thea,F,7,1882
4739,Tula,F,7,1882
4740,Ula,F,7,1882
4741,Walter,F,7,1882
4742,Will,F,7,1882
4743,Zadie,F,7,1882
4744,Zenobia,F,7,1882
4745,Zetta,F,7,1882
4746,Albertina,F,6,1882
4747,Alda,F,6,1882
4748,Alwina,F,6,1882
4749,Alyce,F,6,1882
4750,Annabell,F,6,1882
4751,Arah,F,6,1882
4752,Arminda,F,6,1882
4753,Bama,F,6,1882
4754,Bernadette,F,6,1882
4755,Bernadine,F,6,1882
4756,Birtie,F,6,1882
4757,Buena,F,6,1882
4758,Byrdie,F,6,1882
4759,Capitola,F,6,1882
4760,Carol,F,6,1882
4761,Cathern,F,6,1882
4762,Charlie,F,6,1882
4763,Christiana,F,6,1882
4764,Claribel,F,6,1882
4765,Claudine,F,6,1882
4766,Clora,F,6,1882
4767,Columbia,F,6,1882
4768,Dana,F,6,1882
4769,Delila,F,6,1882
4770,Dillie,F,6,1882
4771,Doshie,F,6,1882
4772,Drucilla,F,6,1882
4773,Eileen,F,6,1882
4774,Elizbeth,F,6,1882
4775,Etha,F,6,1882
4776,Eura,F,6,1882
4777,Evalena,F,6,1882
4778,Eve,F,6,1882
4779,Fronie,F,6,1882
4780,Glenna,F,6,1882
4781,Hennie,F,6,1882
4782,Henretta,F,6,1882
4783,Hermine,F,6,1882
4784,Hope,F,6,1882
4785,Ivie,F,6,1882
4786,Jeanie,F,6,1882
4787,Joseph,F,6,1882
4788,Jossie,F,6,1882
4789,Justina,F,6,1882
4790,Lea,F,6,1882
4791,Leaner,F,6,1882
4792,Lemma,F,6,1882
4793,Leonia,F,6,1882
4794,Lorraine,F,6,1882
4795,Lota,F,6,1882
4796,Louis,F,6,1882
4797,Lucetta,F,6,1882
4798,Macie,F,6,1882
4799,Mahalie,F,6,1882
4800,Margaretta,F,6,1882
4801,Marry,F,6,1882
4802,Martina,F,6,1882
4803,Maryann,F,6,1882
4804,Millicent,F,6,1882
4805,Narcissus,F,6,1882
4806,Netta,F,6,1882
4807,Novella,F,6,1882
4808,Oda,F,6,1882
4809,Odelia,F,6,1882
4810,Olevia,F,6,1882
4811,Ota,F,6,1882
4812,Patience,F,6,1882
4813,Paula,F,6,1882
4814,Peggy,F,6,1882
4815,Phillis,F,6,1882
4816,Philomene,F,6,1882
4817,Ramona,F,6,1882
4818,Rozella,F,6,1882
4819,Ruthie,F,6,1882
4820,Salina,F,6,1882
4821,Sibyl,F,6,1882
4822,Sinda,F,6,1882
4823,Tabitha,F,6,1882
4824,Texanna,F,6,1882
4825,Texie,F,6,1882
4826,Therese,F,6,1882
4827,Tilla,F,6,1882
4828,Tinnie,F,6,1882
4829,Valeria,F,6,1882
4830,Vashti,F,6,1882
4831,Vella,F,6,1882
4832,Verdie,F,6,1882
4833,Verne,F,6,1882
4834,Veva,F,6,1882
4835,Vicy,F,6,1882
4836,Viney,F,6,1882
4837,Wilda,F,6,1882
4838,Zelda,F,6,1882
4839,Zena,F,6,1882
4840,Zita,F,6,1882
4841,Affie,F,5,1882
4842,Albert,F,5,1882
4843,Albertha,F,5,1882
4844,Alexina,F,5,1882
4845,Allene,F,5,1882
4846,Altie,F,5,1882
4847,Anabel,F,5,1882
4848,Anie,F,5,1882
4849,Annis,F,5,1882
4850,Artelia,F,5,1882
4851,Arthur,F,5,1882
4852,Atha,F,5,1882
4853,Barbra,F,5,1882
4854,Beaulah,F,5,1882
4855,Belva,F,5,1882
4856,Berdie,F,5,1882
4857,Bertina,F,5,1882
4858,Biddie,F,5,1882
4859,Birdella,F,5,1882
4860,Blossom,F,5,1882
4861,Cara,F,5,1882
4862,Carmela,F,5,1882
4863,Carolyne,F,5,1882
4864,Cathryn,F,5,1882
4865,Celestia,F,5,1882
4866,Charlottie,F,5,1882
4867,Cilla,F,5,1882
4868,Classie,F,5,1882
4869,Clifford,F,5,1882
4870,Courtney,F,5,1882
4871,Daisey,F,5,1882
4872,Dave,F,5,1882
4873,Denise,F,5,1882
4874,Dezzie,F,5,1882
4875,Dicy,F,5,1882
4876,Dorthea,F,5,1882
4877,Dove,F,5,1882
